3;bunker;2844.00;11.70;29.00;3.07;0
3;anti_air_building;2950.00;10.53;74.00;6.09;0
3;anti_air_building;2909.00;12.20;58.00;2.47;0
3;anti_air_building;2861.00;11.50;54.00;5.13;0
3;synthetic_refinery;2898.00;11.40;82.00;1.52;0
3;fuel_silo;2862.00;11.32;4.00;4.54;0
3;radar_station;2913.00;12.15;54.00;1.63;0
3;rocket_site;2895.00;11.80;18.00;3.58;0
3;nuclear_reactor;2858.00;12.20;41.00;5.14;0
5;arms_factory;2103.00;10.07;1822.00;1.80;0
5;arms_factory;2101.00;10.00;1810.00;3.00;0
5;arms_factory;2061.00;10.10;1873.00;0.84;0
5;arms_factory;2100.00;10.65;1933.00;2.40;0
5;arms_factory;2104.00;9.90;1923.00;5.07;0
5;arms_factory;2047.00;10.10;1867.00;1.45;0
5;industrial_complex;2055.00;10.10;1852.00;4.47;0
5;industrial_complex;2061.00;10.25;1834.00;0.85;0
5;industrial_complex;2147.00;10.35;1849.00;3.51;0
5;industrial_complex;2153.00;11.20;1910.00;1.35;0
5;industrial_complex;2129.00;9.93;1888.00;1.46;0
5;industrial_complex;2095.00;10.10;1896.00;5.58;0
5;air_base;2078.00;10.03;1877.00;1.96;0
5;naval_base;2035.00;9.50;1846.00;-1.34;3615
5;naval_base;2132.00;9.50;1807.00;0.44;4067
5;naval_base;2043.00;9.50;1880.00;-1.53;3786
5;naval_base;2127.00;9.85;1802.00;0.97;4067
5;bunker;2117.00;10.10;1893.00;3.07;0
5;bunker;2064.00;10.30;1832.00;6.09;0
5;bunker;2088.00;9.90;1866.00;2.47;0
5;bunker;2153.00;10.45;1847.00;5.13;0
5;bunker;2117.00;10.30;1820.00;1.52;0
5;bunker;2140.00;10.00;1883.00;4.54;0
5;bunker;2162.00;11.75;1891.00;5.74;0
5;bunker;2126.00;10.65;1937.00;3.58;0
5;bunker;2076.00;9.90;1818.00;5.14;0
5;bunker;2104.00;10.10;1820.00;1.52;0
5;coastal_bunker;2047.00;9.50;1883.00;-1.53;0
5;coastal_bunker;2134.00;9.50;1807.00;0.44;0
5;coastal_bunker;2044.00;9.50;1825.00;-1.34;0
5;coastal_bunker;2116.00;9.57;1796.00;0.97;0
5;dockyard;2042.00;9.50;1884.00;-1.53;0
5;anti_air_building;2129.00;9.93;1888.00;0.47;0
5;anti_air_building;2112.00;10.30;1815.00;2.04;0
5;anti_air_building;2143.00;10.00;1842.00;4.70;0
5;synthetic_refinery;2085.00;9.90;1858.00;2.54;0
5;fuel_silo;2093.00;10.45;1928.00;3.74;0
5;radar_station;2096.00;10.00;1863.00;2.16;0
5;rocket_site;2047.00;9.98;1856.00;3.14;0
5;nuclear_reactor;2050.00;10.30;1839.00;5.81;0
6;arms_factory;2226.00;10.90;2012.00;0.84;0
6;arms_factory;2505.00;9.90;2023.00;2.40;0
6;arms_factory;2435.00;9.95;1986.00;5.07;0
6;arms_factory;2266.00;9.98;1984.00;1.45;0
6;arms_factory;2222.00;9.93;1972.00;4.47;0
6;arms_factory;2444.00;10.03;2036.00;0.85;0
6;industrial_complex;2313.00;10.40;2040.00;3.51;0
6;industrial_complex;2211.00;11.12;2004.00;1.35;0
6;industrial_complex;2297.00;10.00;2005.00;1.46;0
6;industrial_complex;2285.00;9.90;2024.00;5.58;0
6;industrial_complex;2290.00;10.10;1968.00;1.96;0
6;industrial_complex;2216.00;10.32;1981.00;6.08;0
6;air_base;2453.00;10.60;2014.00;6.18;0
6;naval_base;2303.00;9.88;1977.00;0.89;4373
6;naval_base;2337.00;9.50;2011.00;0.21;4373
6;naval_base;2504.00;9.50;2018.00;1.06;3445
6;naval_base;2448.00;9.50;1970.00;-1.45;3458
6;naval_base;2394.00;9.50;2031.00;-0.59;3458
6;bunker;2485.00;10.15;2034.00;5.13;0
6;bunker;2437.00;9.95;1977.00;1.52;0
6;bunker;2229.00;10.05;1981.00;4.54;0
6;bunker;2287.00;9.90;1996.00;5.74;0
6;bunker;2268.00;10.62;1960.00;3.58;0
6;bunker;2203.00;11.95;1985.00;5.14;0
6;bunker;2301.00;10.10;2024.00;1.52;0
6;bunker;2211.00;10.68;1978.00;4.19;0
6;bunker;2249.00;10.15;2004.00;2.03;0
6;bunker;2273.00;9.95;1992.00;5.05;0
6;bunker;2400.00;10.10;2032.00;6.25;0
6;coastal_bunker;2315.00;9.85;1988.00;0.89;0
6;coastal_bunker;2452.00;9.50;1956.00;1.35;0
6;coastal_bunker;2353.00;9.95;2043.00;1.53;0
6;coastal_bunker;2486.00;9.88;2027.00;1.06;0
6;coastal_bunker;2388.00;9.95;2042.00;-0.59;0
6;dockyard;2514.00;9.85;2037.00;-4.44;0
6;anti_air_building;2247.00;10.00;1985.00;0.48;0
6;anti_air_building;2458.00;10.53;2020.00;3.14;0
6;anti_air_building;2300.00;10.20;2036.00;5.81;0
6;synthetic_refinery;2251.00;10.75;1955.00;2.54;0
6;fuel_silo;2463.00;9.88;1988.00;5.21;0
6;radar_station;2343.00;9.65;2011.00;3.58;0
6;rocket_site;2265.00;10.60;1961.00;4.25;0
6;nuclear_reactor;2467.00;10.40;2037.00;0.99;0
7;arms_factory;2253.00;10.93;1948.00;5.07;0
7;arms_factory;2231.00;10.50;1950.00;1.45;0
7;arms_factory;2248.00;10.90;1943.00;4.47;0
7;arms_factory;2281.00;10.10;1942.00;0.85;0
7;arms_factory;2272.00;10.10;1905.00;3.51;0
7;arms_factory;2263.00;10.95;1949.00;1.35;0
7;industrial_complex;2275.00;10.70;1952.00;1.46;0
7;industrial_complex;2252.00;11.00;1944.00;5.58;0
7;industrial_complex;2285.00;9.95;1944.00;1.96;0
7;industrial_complex;2298.00;9.90;1961.00;6.08;0
7;industrial_complex;2275.00;10.15;1933.00;6.18;0
7;industrial_complex;2277.00;10.60;1954.00;4.02;0
7;air_base;2218.00;10.53;1911.00;0.41;0
7;naval_base;2285.00;9.60;1916.00;1.57;4145
7;bunker;2202.00;11.20;1924.00;6.09;0
7;bunker;2256.00;10.00;1909.00;2.47;0
7;bunker;2236.00;10.40;1938.00;5.13;0
7;bunker;2277.00;10.55;1952.00;1.52;0
7;bunker;2226.00;10.40;1907.00;4.54;0
7;coastal_bunker;2285.00;9.90;1930.00;1.57;0
7;dockyard;2284.00;9.90;1909.00;1.57;0
7;anti_air_building;2244.00;10.70;1928.00;5.14;0
7;anti_air_building;2224.00;10.30;1913.00;1.52;0
7;anti_air_building;2210.00;11.00;1926.00;4.19;0
7;synthetic_refinery;2198.00;10.43;1961.00;2.03;0
7;fuel_silo;2231.00;10.10;1919.00;5.05;0
7;radar_station;2247.00;10.80;1936.00;2.63;0
7;rocket_site;2274.00;10.30;1910.00;4.09;0
7;nuclear_reactor;2224.00;10.40;1927.00;0.47;0
8;arms_factory;3556.00;11.10;83.00;4.47;0
8;arms_factory;3497.00;9.80;36.00;0.85;0
8;arms_factory;3618.00;11.32;41.00;3.51;0
8;arms_factory;3464.00;10.10;45.00;1.35;0
8;arms_factory;3591.00;11.23;31.00;1.46;0
8;arms_factory;3547.00;11.57;91.00;5.58;0
8;industrial_complex;3478.00;12.25;109.00;1.96;0
8;industrial_complex;3450.00;11.23;76.00;6.08;0
8;industrial_complex;3598.00;12.25;12.00;6.18;0
8;industrial_complex;3516.00;12.25;121.00;4.02;0
8;industrial_complex;3477.00;10.00;32.00;0.41;0
8;industrial_complex;3618.00;12.75;15.00;3.07;0
8;air_base;3510.00;10.10;50.00;6.09;0
8;bunker;3562.00;11.28;82.00;2.47;0
8;bunker;3612.00;13.00;16.00;5.13;0
8;bunker;3423.00;11.23;54.00;1.52;0
8;bunker;3549.00;12.03;18.00;4.54;0
8;bunker;3506.00;9.95;79.00;5.74;0
8;bunker;3539.00;12.10;117.00;3.58;0
8;bunker;3565.00;13.12;18.00;5.14;0
8;bunker;3468.00;11.55;94.00;1.52;0
8;bunker;3453.00;11.50;9.00;4.19;0
8;anti_air_building;3568.00;11.57;52.00;2.03;0
8;anti_air_building;3444.00;11.20;30.00;5.05;0
8;anti_air_building;3640.00;13.00;14.00;6.25;0
8;synthetic_refinery;3542.00;11.18;23.00;4.09;0
8;fuel_silo;3471.00;11.25;91.00;0.47;0
8;radar_station;3534.00;10.73;67.00;3.34;0
8;rocket_site;3508.00;10.00;86.00;4.70;0
8;nuclear_reactor;3515.00;11.78;103.00;2.54;0
9;arms_factory;2165.00;11.50;1865.00;3.51;0
9;arms_factory;2196.00;13.12;1833.00;1.35;0
9;arms_factory;2186.00;11.00;1829.00;1.46;0
9;arms_factory;2174.00;11.62;1834.00;5.58;0
9;arms_factory;2227.00;11.70;1844.00;1.96;0
9;arms_factory;2175.00;12.65;1839.00;6.08;0
9;industrial_complex;2172.00;12.35;1847.00;6.18;0
9;industrial_complex;2167.00;9.88;1823.00;4.02;0
9;industrial_complex;2202.00;13.25;1900.00;0.41;0
9;industrial_complex;2226.00;14.93;1826.00;3.07;0
9;industrial_complex;2186.00;17.20;1880.00;6.09;0
9;industrial_complex;2163.00;14.12;1941.00;2.47;0
9;air_base;2185.00;16.38;1860.00;5.13;0
9;naval_base;2179.00;9.50;1823.00;-0.17;4067
9;bunker;2194.00;12.82;1833.00;4.54;0
9;bunker;2185.00;16.70;1853.00;5.74;0
9;bunker;2189.00;15.38;1903.00;3.58;0
9;bunker;2185.00;10.50;1827.00;5.14;0
9;bunker;2165.00;14.38;1932.00;1.52;0
9;bunker;2179.00;15.98;1883.00;4.19;0
9;bunker;2231.00;12.35;1837.00;2.03;0
9;bunker;2169.00;13.10;1905.00;5.05;0
9;bunker;2196.00;11.85;1922.00;6.25;0
9;bunker;2210.00;11.15;1904.00;4.09;0
9;bunker;2191.00;17.20;1871.00;0.47;0
9;bunker;2175.00;13.85;1932.00;2.04;0
9;bunker;2157.00;12.75;1921.00;4.70;0
9;bunker;2176.00;13.10;1841.00;2.54;0
9;bunker;2212.00;11.60;1887.00;3.74;0
9;coastal_bunker;2167.00;9.50;1822.00;-0.17;0
9;dockyard;2170.00;9.85;1824.00;-0.17;0
9;anti_air_building;2202.00;14.43;1885.00;5.81;0
9;anti_air_building;2169.00;11.65;1847.00;2.54;0
9;anti_air_building;2201.00;12.43;1827.00;5.21;0
9;synthetic_refinery;2169.00;10.15;1826.00;1.59;0
9;fuel_silo;2190.00;14.80;1907.00;4.25;0
9;radar_station;2189.00;17.40;1887.00;2.81;0
9;rocket_site;2184.00;17.18;1886.00;3.66;0
9;nuclear_reactor;2145.00;12.03;1947.00;0.04;0
10;arms_factory;2246.00;10.03;1883.00;1.46;0
10;arms_factory;2289.00;9.95;1888.00;5.58;0
10;arms_factory;2290.00;9.90;1877.00;1.96;0
10;arms_factory;2223.00;10.50;1885.00;6.08;0
10;arms_factory;2269.00;9.95;1866.00;6.18;0
10;arms_factory;2283.00;10.00;1894.00;4.02;0
10;industrial_complex;2223.00;10.45;1863.00;0.41;0
10;industrial_complex;2240.00;10.00;1864.00;3.07;0
10;industrial_complex;2253.00;9.90;1873.00;6.09;0
10;industrial_complex;2286.00;9.80;1867.00;2.47;0
10;industrial_complex;2247.00;10.10;1901.00;5.13;0
10;industrial_complex;2257.00;10.00;1863.00;1.52;0
10;air_base;2265.00;9.90;1890.00;4.54;0
10;naval_base;2288.00;9.88;1894.00;-4.60;4145
10;naval_base;2292.00;9.50;1874.00;1.35;4145
10;naval_base;2287.00;9.80;1866.00;-4.67;4145
10;bunker;2251.00;10.00;1882.00;1.52;0
10;bunker;2247.00;9.90;1894.00;4.19;0
10;bunker;2284.00;10.00;1889.00;2.03;0
10;bunker;2282.00;9.80;1866.00;5.05;0
10;bunker;2235.00;10.05;1867.00;6.25;0
10;bunker;2222.00;10.45;1885.00;4.09;0
10;bunker;2273.00;9.85;1883.00;0.47;0
10;coastal_bunker;2297.00;9.90;1883.00;1.35;0
10;coastal_bunker;2289.00;9.88;1892.00;-4.60;0
10;coastal_bunker;2288.00;9.80;1865.00;-4.67;0
10;dockyard;2289.00;9.85;1893.00;-4.60;0
10;anti_air_building;2254.00;9.90;1883.00;0.48;0
10;anti_air_building;2261.00;9.90;1889.00;3.14;0
10;anti_air_building;2276.00;9.90;1878.00;5.81;0
10;synthetic_refinery;2239.00;10.00;1865.00;2.54;0
10;fuel_silo;2277.00;9.90;1866.00;5.21;0
10;radar_station;2255.00;9.90;1878.00;3.58;0
10;rocket_site;2221.00;10.35;1864.00;4.25;0
10;nuclear_reactor;2232.00;10.10;1865.00;0.99;0
11;arms_factory;2107.00;10.10;1854.00;1.96;0
11;arms_factory;2104.00;10.10;1878.00;6.08;0
11;arms_factory;2099.00;10.03;1830.00;6.18;0
11;arms_factory;2097.00;10.32;1889.00;4.02;0
11;arms_factory;2102.00;10.10;1892.00;0.41;0
11;arms_factory;2113.00;10.10;1853.00;3.07;0
11;industrial_complex;2096.00;10.03;1878.00;6.09;0
11;industrial_complex;2101.00;10.10;1880.00;2.47;0
11;industrial_complex;2101.00;10.32;1888.00;5.13;0
11;industrial_complex;2104.00;10.07;1891.00;1.52;0
11;industrial_complex;2101.00;10.10;1866.00;4.54;0
11;industrial_complex;2100.00;10.10;1856.00;5.74;0
11;air_base;2093.00;10.20;1880.00;3.58;0
11;bunker;2122.00;9.90;1881.00;5.14;0
11;bunker;2108.00;10.45;1840.00;1.52;0
11;bunker;2099.00;10.10;1833.00;4.19;0
11;bunker;2122.00;10.07;1852.00;2.03;0
11;bunker;2099.00;10.10;1862.00;5.05;0
11;bunker;2095.00;10.20;1848.00;6.25;0
11;anti_air_building;2117.00;9.90;1883.00;4.09;0
11;anti_air_building;2105.00;10.10;1864.00;0.47;0
11;anti_air_building;2104.00;10.10;1868.00;2.04;0
11;synthetic_refinery;2123.00;10.00;1874.00;4.70;0
11;fuel_silo;2107.00;10.07;1881.00;2.54;0
11;radar_station;2112.00;10.15;1860.00;5.51;0
11;rocket_site;2110.00;10.05;1866.00;0.48;0
11;nuclear_reactor;2097.00;9.95;1868.00;3.14;0
12;arms_factory;2246.00;10.70;1808.00;6.18;0
12;arms_factory;2271.00;9.90;1848.00;4.02;0
12;arms_factory;2265.00;10.30;1841.00;0.41;0
12;arms_factory;2282.00;10.00;1826.00;3.07;0
12;arms_factory;2285.00;10.40;1811.00;6.09;0
12;arms_factory;2283.00;9.90;1856.00;2.47;0
12;industrial_complex;2273.00;9.90;1836.00;5.13;0
12;industrial_complex;2243.00;10.98;1834.00;1.52;0
12;industrial_complex;2290.00;10.00;1835.00;4.54;0
12;industrial_complex;2317.00;10.00;1808.00;5.74;0
12;industrial_complex;2263.00;9.98;1849.00;3.58;0
12;industrial_complex;2326.00;9.90;1828.00;5.14;0
12;air_base;2318.00;9.95;1825.00;1.52;0
12;naval_base;2323.00;9.88;1809.00;1.57;4517
12;naval_base;2306.00;9.88;1842.00;-3.93;4145
12;naval_base;2297.00;9.80;1852.00;-4.47;4145
12;naval_base;2325.00;9.82;1816.00;1.25;4517
12;naval_base;2318.00;9.88;1845.00;-3.00;4145
12;bunker;2296.00;10.40;1807.00;0.47;0
12;bunker;2325.00;9.90;1822.00;2.04;0
12;bunker;2277.00;10.25;1812.00;4.70;0
12;bunker;2252.00;11.00;1821.00;2.54;0
12;bunker;2321.00;9.90;1806.00;3.74;0
12;bunker;2294.00;9.90;1843.00;0.48;0
12;bunker;2243.00;11.05;1833.00;3.14;0
12;bunker;2247.00;10.60;1806.00;5.81;0
12;bunker;2264.00;9.95;1848.00;2.54;0
12;bunker;2305.00;10.20;1821.00;5.21;0
12;bunker;2317.00;9.90;1837.00;1.59;0
12;bunker;2293.00;9.90;1844.00;4.25;0
12;coastal_bunker;2333.00;9.85;1817.00;1.25;0
12;coastal_bunker;2329.00;9.80;1804.00;1.57;0
12;coastal_bunker;2295.00;9.88;1852.00;-4.47;0
12;coastal_bunker;2306.00;9.90;1841.00;-3.93;0
12;coastal_bunker;2317.00;9.90;1845.00;-3.00;0
12;dockyard;2323.00;9.88;1809.00;1.57;0
12;anti_air_building;2312.00;10.00;1823.00;4.76;0
12;anti_air_building;2294.00;9.90;1843.00;2.61;0
12;anti_air_building;2297.00;10.50;1810.00;2.71;0
12;synthetic_refinery;2299.00;10.50;1806.00;0.55;0
12;fuel_silo;2303.00;10.40;1815.00;3.21;0
12;radar_station;2284.00;10.00;1831.00;6.00;0
12;rocket_site;2258.00;10.62;1813.00;1.16;0
12;nuclear_reactor;2246.00;10.78;1847.00;5.28;0
13;arms_factory;2333.00;9.82;1839.00;0.41;0
13;arms_factory;2335.00;9.80;1836.00;3.07;0
13;arms_factory;2341.00;9.90;1849.00;6.09;0
13;arms_factory;2342.00;9.90;1844.00;2.47;0
13;arms_factory;2344.00;9.80;1840.00;5.13;0
13;arms_factory;2337.00;9.80;1838.00;1.52;0
13;industrial_complex;2345.00;9.90;1853.00;4.54;0
13;industrial_complex;2326.00;9.90;1847.00;5.74;0
13;industrial_complex;2341.00;9.88;1843.00;3.58;0
13;industrial_complex;2324.00;9.90;1836.00;5.14;0
13;industrial_complex;2343.00;9.80;1837.00;1.52;0
13;industrial_complex;2344.00;9.90;1852.00;4.19;0
13;air_base;2342.00;9.90;1847.00;2.03;0
13;bunker;2341.00;9.90;1861.00;6.25;0
13;bunker;2345.00;9.90;1854.00;4.09;0
13;bunker;2326.00;9.90;1846.00;0.47;0
13;coastal_bunker;2334.00;9.82;1845.00;-3.14;0
13;dockyard;2329.27;9.80;1853.57;-4.14;0
13;anti_air_building;2337.00;9.90;1860.00;2.54;0
13;anti_air_building;2338.00;9.82;1855.00;3.74;0
13;anti_air_building;2329.00;9.90;1844.00;0.48;0
13;synthetic_refinery;2339.00;9.88;1845.00;3.14;0
13;fuel_silo;2324.00;9.90;1838.00;5.81;0
13;radar_station;2337.00;9.50;1849.00;4.34;0
13;rocket_site;2344.00;9.90;1854.00;5.21;0
13;nuclear_reactor;2321.00;9.90;1844.00;1.59;0
17;arms_factory;2323.00;10.30;1539.00;3.58;0
17;arms_factory;2316.00;9.82;1528.00;5.14;0
17;arms_factory;2315.00;10.25;1542.00;1.52;0
17;arms_factory;2288.00;9.85;1533.00;4.19;0
17;arms_factory;2289.00;9.90;1532.00;2.03;0
17;arms_factory;2326.00;10.40;1544.00;5.05;0
17;industrial_complex;2311.00;9.93;1533.00;6.25;0
17;industrial_complex;2306.00;9.82;1533.00;4.09;0
17;industrial_complex;2292.00;9.93;1535.00;0.47;0
17;industrial_complex;2303.00;9.90;1534.00;2.04;0
17;industrial_complex;2333.00;10.32;1549.00;4.70;0
17;industrial_complex;2316.00;10.05;1536.00;2.54;0
17;air_base;2311.00;10.00;1536.00;3.74;0
17;naval_base;2327.00;9.50;1529.00;0.79;4235
17;naval_base;2279.00;9.50;1545.00;-0.93;4120
17;naval_base;2341.00;9.88;1542.00;1.57;4235
17;naval_base;2286.00;9.50;1525.00;-0.46;4120
17;naval_base;2302.00;9.57;1531.00;0.35;4120
17;naval_base;2311.00;9.50;1529.00;0.00;4235
17;bunker;2296.00;9.88;1528.00;4.25;0
17;bunker;2336.00;9.90;1538.00;0.99;0
17;bunker;2314.00;10.20;1542.00;3.66;0
17;bunker;2282.00;9.95;1546.00;0.04;0
17;bunker;2335.00;10.30;1548.00;2.70;0
17;bunker;2296.00;10.00;1537.00;5.72;0
17;bunker;2324.00;10.50;1549.00;0.64;0
17;coastal_bunker;2279.00;9.88;1534.00;-0.93;0
17;coastal_bunker;2321.00;9.57;1529.00;0.00;0
17;coastal_bunker;2341.00;9.85;1551.00;1.57;0
17;coastal_bunker;2326.00;9.50;1529.00;0.79;0
17;coastal_bunker;2297.00;9.57;1526.00;-0.46;0
17;coastal_bunker;2304.00;9.50;1531.00;0.35;0
17;dockyard;2283.00;9.60;1537.00;-0.93;0
17;anti_air_building;2293.00;9.90;1526.00;5.28;0
17;anti_air_building;2288.00;9.88;1526.00;0.20;0
17;anti_air_building;2323.00;10.35;1541.00;3.22;0
17;synthetic_refinery;2319.00;10.38;1541.00;5.88;0
17;fuel_silo;2315.00;9.90;1530.00;2.26;0
17;radar_station;2312.00;10.05;1541.00;0.72;0
17;rocket_site;2299.00;9.85;1530.00;1.67;0
17;nuclear_reactor;2340.00;9.98;1545.00;5.79;0
18;arms_factory;2286.00;10.62;1799.00;1.52;0
18;arms_factory;2273.00;10.95;1794.00;4.19;0
18;arms_factory;2283.00;10.70;1798.00;2.03;0
18;arms_factory;2279.00;10.70;1797.00;5.05;0
18;arms_factory;2285.00;10.70;1798.00;6.25;0
18;arms_factory;2284.00;10.85;1795.00;4.09;0
18;industrial_complex;2297.00;10.50;1800.00;0.47;0
18;industrial_complex;2289.00;10.65;1798.00;2.04;0
18;industrial_complex;2294.00;10.60;1799.00;4.70;0
18;industrial_complex;2291.00;10.65;1798.00;2.54;0
18;industrial_complex;2290.00;10.80;1795.00;3.74;0
18;industrial_complex;2298.00;10.60;1796.00;0.48;0
18;air_base;2273.00;10.82;1797.00;3.14;0
18;bunker;2272.24;10.80;1798.54;3.84;0
18;bunker;2283.13;10.70;1799.27;3.81;0
18;bunker;2293.72;10.60;1799.29;3.89;0
18;anti_air_building;2283.00;10.65;1800.00;3.66;0
18;anti_air_building;2286.00;10.73;1797.00;0.04;0
18;anti_air_building;2282.00;10.80;1796.00;2.70;0
18;synthetic_refinery;2289.00;10.57;1800.00;5.72;0
18;fuel_silo;2284.00;10.93;1794.00;0.64;0
18;radar_station;2284.00;10.73;1797.00;0.87;0
18;rocket_site;2293.00;10.60;1797.00;2.61;0
18;nuclear_reactor;2297.00;10.55;1798.00;2.71;0
21;arms_factory;2130.00;9.90;1757.00;0.47;0
21;arms_factory;2108.00;9.90;1752.00;2.04;0
21;arms_factory;2138.00;9.90;1751.00;4.70;0
21;arms_factory;2122.00;9.82;1757.00;2.54;0
21;arms_factory;2116.00;9.90;1751.00;3.74;0
21;arms_factory;2133.00;9.88;1751.00;0.48;0
21;industrial_complex;2120.00;9.85;1763.00;3.14;0
21;industrial_complex;2112.00;9.95;1751.00;5.81;0
21;industrial_complex;2135.00;9.90;1750.00;2.54;0
21;industrial_complex;2134.00;9.90;1762.00;5.21;0
21;industrial_complex;2108.00;9.90;1751.00;1.59;0
21;industrial_complex;2139.00;9.90;1758.00;4.25;0
21;air_base;2130.00;9.90;1762.00;0.99;0
21;naval_base;2131.00;9.50;1749.00;-0.98;4434
21;naval_base;2113.00;9.85;1744.00;-1.57;4434
21;naval_base;2127.00;9.82;1767.00;-3.79;4067
21;bunker;2116.00;9.90;1759.00;5.72;0
21;bunker;2137.00;9.90;1761.00;0.64;0
21;bunker;2120.00;9.90;1760.00;4.76;0
21;coastal_bunker;2112.00;9.85;1756.00;-1.57;0
21;coastal_bunker;2128.00;9.80;1767.00;-3.79;0
21;coastal_bunker;2142.00;9.80;1758.00;1.57;0
21;dockyard;2119.00;9.57;1765.00;-0.32;0
21;anti_air_building;2117.00;9.90;1749.00;4.77;0
21;anti_air_building;2121.00;9.80;1767.00;1.16;0
21;anti_air_building;2121.00;9.85;1756.00;5.28;0
21;synthetic_refinery;2113.00;9.90;1749.00;0.20;0
21;fuel_silo;2125.00;9.85;1766.00;3.22;0
21;radar_station;2126.00;9.50;1756.00;1.13;0
21;rocket_site;2109.00;9.90;1749.00;2.26;0
21;nuclear_reactor;2125.00;9.85;1766.00;0.11;0
25;arms_factory;2313.00;10.15;1800.00;2.54;0
25;arms_factory;2317.00;10.00;1796.00;5.21;0
25;arms_factory;2312.00;10.20;1797.00;1.59;0
25;arms_factory;2325.00;10.03;1799.00;4.25;0
25;arms_factory;2332.00;9.90;1800.00;0.99;0
25;arms_factory;2316.00;10.03;1794.00;3.66;0
25;industrial_complex;2331.00;10.00;1795.00;0.04;0
25;industrial_complex;2334.00;9.90;1796.00;2.70;0
25;industrial_complex;2306.00;10.50;1798.00;5.72;0
25;industrial_complex;2304.00;10.57;1799.00;0.64;0
25;industrial_complex;2308.00;10.40;1800.00;4.76;0
25;industrial_complex;2302.00;10.60;1795.00;2.61;0
25;air_base;2309.00;10.38;1795.00;2.71;0
25;bunker;2318.13;10.10;1798.71;3.91;0
25;bunker;2329.04;10.00;1798.72;3.27;0
25;bunker;2305.48;10.50;1799.57;3.86;0
25;anti_air_building;2325.00;10.00;1800.00;3.22;0
25;anti_air_building;2329.00;10.03;1794.00;5.88;0
25;anti_air_building;2324.00;10.10;1795.00;2.26;0
25;synthetic_refinery;2331.00;10.00;1795.00;0.11;0
25;fuel_silo;2309.00;10.38;1797.00;1.67;0
25;radar_station;2319.00;10.00;1796.00;6.24;0
25;rocket_site;2324.00;10.00;1799.00;0.71;0
25;nuclear_reactor;2311.00;10.40;1793.00;4.83;0
26;arms_factory;4634.00;9.90;1559.00;1.59;0
26;arms_factory;4639.00;10.20;1550.00;4.25;0
26;arms_factory;4672.00;9.88;1579.00;0.99;0
26;arms_factory;4657.00;9.90;1563.00;3.66;0
26;arms_factory;4633.00;9.93;1557.00;0.04;0
26;arms_factory;4660.00;9.93;1586.00;2.70;0
26;industrial_complex;4663.00;10.00;1577.00;5.72;0
26;industrial_complex;4654.00;9.90;1561.00;0.64;0
26;industrial_complex;4648.00;10.10;1553.00;4.76;0
26;industrial_complex;4661.00;9.93;1583.00;2.61;0
26;industrial_complex;4643.00;9.90;1567.00;2.71;0
